,_id,formhub/uuid,start,end,group_ow7qd27/Name_of_school,group_ow7qd27/Ownership_of_school,group_ow7qd27/Category_of_school,group_ow7qd27/Type_of_school,group_ow7qd27/Sex_of_participant,group_ow7qd27/Age_of_participant,group_ow7qd27/Level_of_study,group_ow7qd27/Subject_for_assessment,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_presents_y_and_systematically,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_teacher_usually_ives_before_teaching,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_collects_ow_we_want_to_learn,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_guides_u_g_materials_and_read,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_writes_l_and_give_us_to_copy,group_da25q48/What_are_your_percep_s_teaching_knowledge/We_are_involved_in_d_ng_local_environment,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_teachers_spends_explaining_concepts,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_gives_a_with_clear_guidance,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_uses_rel_litate_understanding,group_da25q48/What_are_your_percep_s_teaching_knowledge/I_usually_see_a_link_class_with_real_life,group_da25q48/What_are_your_percep_s_teaching_knowledge/I_can_easily_approac_upport_after_classes,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_content_learnt_i_bject_is_interesting,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_mixes_En_o_help_us_understand,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_teacher_blends_w_g_and_online_classes,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_helps_us_e_learning_materials,group_da25q48/What_are_your_percep_s_teaching_knowledge/My_teacher_is_compet_o_run_online_session,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_teacher_helps_us_mputer_learning_Apps,group_da25q48/What_are_your_percep_to_assess_the_lesson/We_are_given_assignm_lesson_s_objectives,group_da25q48/What_are_your_percep_to_assess_the_lesson/The_teacher_uses_mul_tasks_in_the_lesson,group_da25q48/What_are_your_percep_to_assess_the_lesson/Assessment_tasks_giv_real_life_situations,group_da25q48/What_are_your_percep_to_assess_the_lesson/We_are_informed_abou_nt_tasks_to_be_given,group_da25q48/What_are_your_percep_to_assess_the_lesson/Instructions_for_ass_asks_are_clear_to_me,group_da25q48/What_are_your_percep_to_assess_the_lesson/The_teacher_provides_fter_exams_and_tests,group_da25q48/What_are_your_percep_to_assess_the_lesson/The_teacher_gives_ti_to_improve_learning,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_directs_s_to_boys_than_girls,group_da25q48/What_is_your_teacher_on_and_gender_equity/Girls_are_the_most_f_ass_compared_to_boys,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_sometime_age_against_students,group_da25q48/What_is_your_teacher_on_and_gender_equity/I_would_perform_bett_chances_to_practice,group_da25q48/What_is_your_teacher_on_and_gender_equity/Students_with_specia_en_special_attention,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_offers_i_ts_with_disabilities,group_da25q48/What_is_your_teacher_on_and_gender_equity/Low_and_high_achieve_ged_to_work_together,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_takes_ca_al_social_well_being,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_has_a_ca_attitude_to_students,group_da25q48/What_is_your_teacher_on_and_gender_equity/Teacher_exposes_us_t_oster_our_creativity,group_da25q48/What_is_your_teacher_on_and_gender_equity/Teacher_s_instructio_tween_girls_and_boys,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_lesson_helps_me_country_and_value_it,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_enabled_working_with_others,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_provided_d_my_thinking_skills,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_equipped_day_to_day_problems,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_enabled_for_my_future_career,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_encourag_e_and_try_new_things,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_helped_m_technological_tools,group_wf3zl05/Any_other_comments_on_this,group_qn2ae21/What_factors_have_af_ning_in_this_subject/We_learn_too_many_st_short_period_of_time,group_qn2ae21/What_factors_have_af_ning_in_this_subject/There_are_a_lot_of_t_e_me_not_concentrate,group_qn2ae21/What_factors_have_af_ning_in_this_subject/Our_teacher_is_neith_ive_nor_approachable,group_qn2ae21/What_factors_have_af_ning_in_this_subject/The_teaching_style_m_ficult_to_understand,group_qn2ae21/What_factors_have_af_ning_in_this_subject/The_teacher_don_t_co_earning_difficulties,group_qn2ae21/What_factors_have_af_ning_in_this_subject/There_is_shortage_of_reading_materials,group_qn2ae21/What_factors_have_af_ning_in_this_subject/There_is_no_access_t_d_related_facilities,group_qn2ae21/What_factors_have_af_ning_in_this_subject/There_are_no_enough_the_lessons_we_learn,group_qn2ae21/What_factors_have_af_ning_in_this_subject/The_teacher_has_nega_s_students_learning,group_qn2ae21/List_any_other_facto_affect_your_learning,group_qn2ae21/In_your_opinion_wha_learning_competences,__version__,meta/instanceID,_xform_id_string,_uuid,_attachments,_status,_geolocation,_submission_time,_tags,_notes,_validation_status,_submitted_by,group_qn2ae21/What_factors_have_af_ning_in_this_subject/What_factors_have_af_ning_in_this_subject_header,group_da25q48/What_are_your_percep_to_assess_the_lesson/What_are_your_percep_to_assess_the_lesson_header
92,227539713,d4af534c1c354ec6b1a5949a8fee1bc3,2021-10-29T05:55:20.771+03:00,2021-10-29T05:58:07.043+03:00,Tumbi Secondary school,public,day_school,girls_and_boys,male,16_20,form_two,english,strongly_disagree,agree,disagree,strongly_disagree,strongly_agree,strongly_disagree,disagree,agree,agree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,disagree,disagree,disagree,agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,disagree,strongly_agree,strongly_disagree,agree,disagree,strongly_disagree,agree,strongly_agree,agree,disagree,disagree,agree,option,Nil,no,no,no,yes,yes,yes,yes,no,no,No enough time for learning,Improve teaching techniques,v5qpaMybKZaNr7HvESn8Rj,uuid:19dd268e-729b-4f1b-acdd-72b185e574d0,agogUcQmdhjWi8cjGrBBwU,19dd268e-729b-4f1b-acdd-72b185e574d0,[],submitted_via_web,"[None, None]",2021-10-29 2:58:20,[],[],{},,,
93,227540020,d4af534c1c354ec6b1a5949a8fee1bc3,2021-10-29T05:58:07.253+03:00,2021-10-29T06:01:02.859+03:00,Tumbi Secondary school,public,day_school,girls_and_boys,male,16_20,form_two,mathematics,strongly_agree,agree,disagree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,disagree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,Nil,yes,no,no,no,no,yes,yes,yes,yes,Religion,Nil,v5qpaMybKZaNr7HvESn8Rj,uuid:289f088c-aa97-46bb-bf7b-a0b8adb6f7dc,agogUcQmdhjWi8cjGrBBwU,289f088c-aa97-46bb-bf7b-a0b8adb6f7dc,[],submitted_via_web,"[None, None]",2021-10-29 3:01:16,[],[],{},,,
94,227631142,d4af534c1c354ec6b1a5949a8fee1bc3,2021-10-29T14:28:01.850+03:00,2021-10-29T14:43:58.420+03:00,Zinga secondary school,public,day_school,girls_and_boys,female,11_15,form_two,english,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,agree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,No comment,yes,no,no,no,no,yes,no,no,no,School location is far away from my home,Teachers should work hard,v5qpaMybKZaNr7HvESn8Rj,uuid:2c3425e3-764a-4472-bb5e-6404fdcc29f0,agogUcQmdhjWi8cjGrBBwU,2c3425e3-764a-4472-bb5e-6404fdcc29f0,[],submitted_via_web,"[None, None]",2021-10-29 11:44:13,[],[],{},,,
95,227637849,d4af534c1c354ec6b1a5949a8fee1bc3,2021-10-29T14:43:58.719+03:00,2021-10-29T15:05:33.517+03:00,Zinga secondary school,public,day_school,girls_and_boys,female,16_20,form_three,geography,strongly_agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,agree,strongly_disagree,strongly_agree,agree,strongly_agree,agree,strongly_agree,agree,agree,strongly_disagree,strongly_disagree,strongly_agree,agree,agree,agree,strongly_agree,agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,agree,strongly_agree,disagree,agree,strongly_agree,strongly_disagree,strongly_agree,agree,disagree,agree,strongly_agree,strongly_agree,agree,No comment,no,no,no,no,no,no,no,no,no,No comment,Teachers should encourage student's participation during teaching to facilitate learning and increase performance,v5qpaMybKZaNr7HvESn8Rj,uuid:d6ce1e34-0790-447a-8150-4543ccf46773,agogUcQmdhjWi8cjGrBBwU,d6ce1e34-0790-447a-8150-4543ccf46773,[],submitted_via_web,"[None, None]",2021-10-29 12:05:47,[],[],{},,,
96,227643125,d4af534c1c354ec6b1a5949a8fee1bc3,2021-10-29T15:05:33.808+03:00,2021-10-29T15:21:03.315+03:00,Zinga secondary school,public,day_school,girls_and_boys,female,11_15,form_two,english,strongly_agree,strongly_agree,agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,agree,agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_disagree,agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,No comment,no,no,no,no,no,no,yes,yes,no,Teacher do not consider my learning style,Be given tests every morning for better performance,v5qpaMybKZaNr7HvESn8Rj,uuid:db117469-aed5-437a-b66d-0793a32c6b0c,agogUcQmdhjWi8cjGrBBwU,db117469-aed5-437a-b66d-0793a32c6b0c,[],submitted_via_web,"[None, None]",2021-10-29 12:21:16,[],[],{},,,
97,227665581,d4af534c1c354ec6b1a5949a8fee1bc3,2021-10-29T15:21:03.605+03:00,2021-10-29T16:52:11.718+03:00,Zinga secondary school,public,day_school,girls_and_boys,female,16_20,form_four,mathematics,agree,agree,agree,agree,agree,agree,strongly_agree,disagree,agree,disagree,agree,agree,agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_disagree,disagree,strongly_disagree,agree,agree,agree,disagree,disagree,disagree,agree,strongly_disagree,strongly_disagree,agree,agree,agree,strongly_disagree,disagree,option,disagree,option,option,option,option,option,No comment,no,no,no,no,no,yes,yes,yes,no,No comment,Teachers to have positive attitudes toward students' learning,v5qpaMybKZaNr7HvESn8Rj,uuid:0a544f99-acb8-42c0-8296-93dced000ab0,agogUcQmdhjWi8cjGrBBwU,0a544f99-acb8-42c0-8296-93dced000ab0,[],submitted_via_web,"[None, None]",2021-10-29 13:52:25,[],[],{},,,
98,227667999,d4af534c1c354ec6b1a5949a8fee1bc3,2021-10-29T16:52:12.016+03:00,2021-10-29T17:01:40.374+03:00,Zinga secondary school,public,day_school,girls_and_boys,male,16_20,form_four,english,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,agree,strongly_agree,disagree,strongly_agree,strongly_agree,strongly_agree,option,No comment,no,no,no,no,yes,yes,no,yes,no,No comment,"Be given more tests, teachers work hand in hand with students",v5qpaMybKZaNr7HvESn8Rj,uuid:c7149c5e-212e-4d15-bb20-f0dd674b1bfc,agogUcQmdhjWi8cjGrBBwU,c7149c5e-212e-4d15-bb20-f0dd674b1bfc,[],submitted_via_web,"[None, None]",2021-10-29 14:01:55,[],[],{},,,
99,227673509,d4af534c1c354ec6b1a5949a8fee1bc3,2021-10-29T17:01:40.661+03:00,2021-10-29T17:21:49.260+03:00,Zinga secondary school,public,day_school,girls_and_boys,female,16_20,form_four,mathematics,agree,disagree,agree,agree,agree,disagree,agree,disagree,agree,agree,disagree,agree,agree,disagree,agree,disagree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,agree,agree,disagree,agree,disagree,agree,agree,disagree,agree,agree,agree,agree,agree,disagree,agree,disagree,option,disagree,agree,disagree,No comment,yes,no,no,no,yes,no,yes,no,no,No comment,Teacher should use ICT devices in teaching mathematics and give more assignments to practice,v5qpaMybKZaNr7HvESn8Rj,uuid:a5424d86-1dea-495d-b71d-1df06bd7c7f0,agogUcQmdhjWi8cjGrBBwU,a5424d86-1dea-495d-b71d-1df06bd7c7f0,[],submitted_via_web,"[None, None]",2021-10-29 14:22:04,[],[],{},,,
100,227680171,d4af534c1c354ec6b1a5949a8fee1bc3,2021-10-29T17:21:49.466+03:00,2021-10-29T17:48:24.187+03:00,Zinga secondary school,public,day_school,girls_and_boys,male,16_20,form_three,mathematics,strongly_agree,agree,agree,strongly_agree,strongly_agree,agree,agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,agree,disagree,agree,disagree,strongly_disagree,disagree,strongly_disagree,agree,strongly_disagree,strongly_agree,strongly_agree,agree,strongly_disagree,disagree,strongly_disagree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_disagree,agree,agree,strongly_disagree,option,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,No comment,no,no,no,no,no,yes,yes,no,no,No comment,Teacher to promote student's participation and use more examples that relate with real life situations,v5qpaMybKZaNr7HvESn8Rj,uuid:104717eb-5af7-4149-be4d-de81edca88a1,agogUcQmdhjWi8cjGrBBwU,104717eb-5af7-4149-be4d-de81edca88a1,[],submitted_via_web,"[None, None]",2021-10-29 14:48:38,[],[],{},,,
101,227686179,d4af534c1c354ec6b1a5949a8fee1bc3,2021-10-29T17:48:24.457+03:00,2021-10-29T18:07:40.097+03:00,Zinga secondary school,public,day_school,girls_and_boys,female,11_15,form_two,english,agree,strongly_agree,strongly_agree,agree,strongly_agree,disagree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,disagree,disagree,agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,disagree,disagree,disagree,strongly_agree,strongly_agree,agree,agree,strongly_agree,agree,strongly_agree,disagree,disagree,strongly_agree,agree,strongly_agree,agree,strongly_agree,agree,None,no,no,no,no,no,no,yes,yes,no,None,More practicals for the subjects I take,v5qpaMybKZaNr7HvESn8Rj,uuid:cd3fc182-43db-4e2a-8f3f-68a06bbc6230,agogUcQmdhjWi8cjGrBBwU,cd3fc182-43db-4e2a-8f3f-68a06bbc6230,[],submitted_via_web,"[None, None]",2021-10-29 15:07:55,[],[],{},,,
102,227690992,d4af534c1c354ec6b1a5949a8fee1bc3,2021-10-29T18:07:40.327+03:00,2021-10-29T18:15:42.779+03:00,Zinga secondary school,public,day_school,girls_and_boys,male,16_20,form_three,physics,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_agree,strongly_disagree,agree,disagree,strongly_agree,agree,agree,strongly_disagree,strongly_disagree,agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,disagree,strongly_agree,agree,agree,strongly_agree,strongly_agree,agree,agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,disagree,agree,strongly_agree,disagree,Enable me to interact with other students effectively,no,no,no,no,no,yes,yes,yes,no,"Lack of laboratory equipments, few periods per week",Practical sessions should be increased,v5qpaMybKZaNr7HvESn8Rj,uuid:5da547e5-0133-4a37-98d6-c5242e7468fe,agogUcQmdhjWi8cjGrBBwU,5da547e5-0133-4a37-98d6-c5242e7468fe,[],submitted_via_web,"[None, None]",2021-10-29 15:15:58,[],[],{},,,
103,227693610,d4af534c1c354ec6b1a5949a8fee1bc3,2021-10-29T18:18:17.608+03:00,2021-10-29T18:25:00.994+03:00,Zinga secondar school,public,day_school,girls_and_boys,male,16_20,form_four,physics,strongly_agree,disagree,agree,agree,strongly_agree,agree,strongly_disagree,strongly_agree,strongly_agree,disagree,strongly_agree,agree,strongly_agree,agree,disagree,disagree,disagree,strongly_agree,agree,agree,strongly_disagree,strongly_agree,agree,disagree,strongly_disagree,agree,disagree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_disagree,agree,disagree,strongly_disagree,option,option,strongly_agree,agree,disagree,disagree,option,No comment,yes,no,yes,yes,no,yes,yes,no,no,No comment,Teachers should treat us friendly to remove fear,v5qpaMybKZaNr7HvESn8Rj,uuid:193c6359-d329-4923-afa8-7d9d71d55379,agogUcQmdhjWi8cjGrBBwU,193c6359-d329-4923-afa8-7d9d71d55379,[],submitted_via_web,"[None, None]",2021-10-29 15:25:15,[],[],{},,,
104,228908345,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-03T12:00:06.155+03:00,2021-11-03T12:09:33.128+03:00,Buigiri secondary school,public,day_school,girls_and_boys,male,16_20,form_two,english,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,no comment,no,no,no,no,yes,yes,no,no,no,shortage of books,provision of learning books and group discussion,v5qpaMybKZaNr7HvESn8Rj,uuid:c380ee35-edc9-491f-849e-3153e9de513c,agogUcQmdhjWi8cjGrBBwU,c380ee35-edc9-491f-849e-3153e9de513c,[],submitted_via_web,"[None, None]",2021-11-03 9:10:19,[],[],{},,,
105,228911696,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-03T12:09:33.281+03:00,2021-11-03T12:18:17.203+03:00,Buigiri Secondary School,public,day_school,girls_and_boys,male,16_20,form_three,english,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,No comments,no,no,no,no,yes,no,no,no,no,short time of private study,A teacher should treat us politely!,v5qpaMybKZaNr7HvESn8Rj,uuid:9b3d1587-ce5c-4de4-b4c9-ed5aba1aad4f,agogUcQmdhjWi8cjGrBBwU,9b3d1587-ce5c-4de4-b4c9-ed5aba1aad4f,[],submitted_via_web,"[None, None]",2021-11-03 9:18:29,[],[],{},,,
106,228915262,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-03T12:18:17.329+03:00,2021-11-03T12:28:56.064+03:00,Buigiri Secondary School,public,day_school,girls_and_boys,female,11_15,form_two,english,agree,agree,agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,strongly_agree,agree,agree,agree,agree,agree,agree,strongly_agree,agree,agree,agree,agree,disagree,disagree,strongly_agree,agree,strongly_agree,agree,strongly_agree,agree,agree,agree,disagree,agree,strongly_agree,agree,strongly_agree,agree,agree,agree,No comments,yes,no,no,no,no,yes,no,no,no,I am not investing so much effort in studying!,A teacher should not teach too many stuff within a short period of time!,v5qpaMybKZaNr7HvESn8Rj,uuid:40b9be56-acc8-494d-aa7a-20e43a614e8c,agogUcQmdhjWi8cjGrBBwU,40b9be56-acc8-494d-aa7a-20e43a614e8c,[],submitted_via_web,"[None, None]",2021-11-03 9:29:08,[],[],{},,,
107,228917990,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-03T12:28:56.241+03:00,2021-11-03T12:35:37.140+03:00,Buigiri Secondary School,public,day_school,girls_and_boys,female,16_20,form_two,english,strongly_agree,agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,agree,agree,agree,strongly_agree,agree,strongly_agree,agree,agree,agree,strongly_agree,agree,agree,strongly_agree,agree,strongly_agree,agree,disagree,disagree,strongly_agree,agree,strongly_agree,agree,strongly_agree,agree,disagree,agree,disagree,strongly_agree,agree,strongly_agree,agree,disagree,strongly_agree,agree,No comment,no,no,no,yes,no,no,yes,no,no,I can not speak English,The teacher should not be harsh in the classroom.,v5qpaMybKZaNr7HvESn8Rj,uuid:a073bd98-5a9e-4490-ac58-cd1c69a48417,agogUcQmdhjWi8cjGrBBwU,a073bd98-5a9e-4490-ac58-cd1c69a48417,[],submitted_via_web,"[None, None]",2021-11-03 9:35:50,[],[],{},,,
108,228922200,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-03T12:35:37.252+03:00,2021-11-03T12:46:40.128+03:00,Buigiri,public,day_school,girls_and_boys,female,11_15,form_two,physics,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,No comment,no,no,no,no,no,no,yes,no,no,Shortage of Laboratory apparatus,The teacher should teach as per given timetable.,v5qpaMybKZaNr7HvESn8Rj,uuid:df173f87-c6e4-478f-83af-94edfc390ea5,agogUcQmdhjWi8cjGrBBwU,df173f87-c6e4-478f-83af-94edfc390ea5,[],submitted_via_web,"[None, None]",2021-11-03 9:46:58,[],[],{},,,
109,228923767,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-03T12:46:40.254+03:00,2021-11-03T12:51:49.128+03:00,Buigiri. Secondary School,public,day_school,girls_and_boys,male,16_20,form_two,physics,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,agree,No comment,no,no,no,no,no,yes,yes,no,no,Shortage of laboratory apparatus,A teacher should award students who perform.,v5qpaMybKZaNr7HvESn8Rj,uuid:ca237e3f-b945-4cf7-8cdb-d5bff77b7620,agogUcQmdhjWi8cjGrBBwU,ca237e3f-b945-4cf7-8cdb-d5bff77b7620,[],submitted_via_web,"[None, None]",2021-11-03 9:52:01,[],[],{},,,
110,228925679,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-03T12:51:49.236+03:00,2021-11-03T12:56:07.839+03:00,Buigiri Secondary School,public,day_school,girls_and_boys,female,16_20,form_three,english,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,option,strongly_agree,strongly_agree,strongly_agree,No comment,no,no,no,no,no,no,no,no,no,No,Tha teacher should get in classroom without sticks.,v5qpaMybKZaNr7HvESn8Rj,uuid:e7813e2a-f770-4e76-bf7a-44b0b30f8171,agogUcQmdhjWi8cjGrBBwU,e7813e2a-f770-4e76-bf7a-44b0b30f8171,[],submitted_via_web,"[None, None]",2021-11-03 9:56:19,[],[],{},,,
111,228928546,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-03T12:56:08.027+03:00,2021-11-03T13:02:43.184+03:00,Buigiri Secondary School,public,day_school,girls_and_boys,male,16_20,form_two,english,agree,agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,agree,agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,agree,disagree,disagree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,agree,agree,strongly_agree,agree,agree,strongly_agree,agree,No comments,no,no,no,yes,yes,no,no,yes,no,Walking long distance to school,A teacher should give us more homeworks!,v5qpaMybKZaNr7HvESn8Rj,uuid:0ff1b40f-2ce9-4e4b-9019-c93c62b10714,agogUcQmdhjWi8cjGrBBwU,0ff1b40f-2ce9-4e4b-9019-c93c62b10714,[],submitted_via_web,"[None, None]",2021-11-03 10:02:56,[],[],{},,,
112,228930221,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-03T13:02:43.319+03:00,2021-11-03T13:06:31.412+03:00,Buugiri Secondary School,public,day_school,girls_and_boys,female,16_20,form_two,english,strongly_agree,agree,agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,No comments,no,no,no,no,no,no,no,no,no,No,A teacher should use polite language,v5qpaMybKZaNr7HvESn8Rj,uuid:e9268e8c-a8d5-4778-954c-c5b5f2d2821e,agogUcQmdhjWi8cjGrBBwU,e9268e8c-a8d5-4778-954c-c5b5f2d2821e,[],submitted_via_web,"[None, None]",2021-11-03 10:06:43,[],[],{},,no,
